timestamp,T1,H1,T2,H2,CO2,PM2.5,PM10,Prediction
2025-06-06 03:30:05,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:07,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:10,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:12,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:14,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:16,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:18,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:20,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:22,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:25,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:27,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:29,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:31,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:33,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:35,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:37,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:39,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:42,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:44,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:46,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:48,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:50,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:52,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:54,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:57,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:30:59,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:01,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:03,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:06,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:08,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:10,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:12,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:15,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:17,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:19,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:21,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:23,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:25,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
2025-06-06 03:31:27,37.5,8.5,47.5,33.5,1218.0,94.6,27.16,Fire
